"Date ","Symbol ","Security Name ","Client Name ","Buy / Sell ","Quantity Traded ","Trade Price / Wght. Avg. Price ","Remarks "
"08-FEB-2024","KALYANKJIL","Kalyan Jewellers Ind Ltd","INVESTERINGSFORENINGEN NORDEA INVEST EMERGING STARS","BUY","4,86,710","334.00","-"
"08-FEB-2024","KALYANKJIL","Kalyan Jewellers Ind Ltd","MEDIOLANUM BEST BRANDS - MEDIOLANUM INDIA OPPORTUNITIES","BUY","2,85,826","334.00","-"
"08-FEB-2024","KALYANKJIL","Kalyan Jewellers Ind Ltd","MOTILAL OSWAL MUTUAL FUND A/C  MOTILAL OSWAL MIDCAP 30 FUND","BUY","1,79,36,898","344.20","-"
"08-FEB-2024","KALYANKJIL","Kalyan Jewellers Ind Ltd","NEW YORK STATE TEACHERS RETIREMENT SYSTEM","BUY","2,12,970","334.00","-"
"08-FEB-2024","KALYANKJIL","Kalyan Jewellers Ind Ltd","NOMURA FUNDS IRELAND PLC NOMURA FUNDS IRELAND INDIA EQUITY FUND","BUY","54,25,997","334.00","-"
"08-FEB-2024","KALYANKJIL","Kalyan Jewellers Ind Ltd","NOMURA FUNDS IRELAND PLCNOMURA FUNDS IRELAND   ASIA EX JAPAN HIGH CONVICTION FUND","BUY","12,44,842","334.00","-"
"08-FEB-2024","KALYANKJIL","Kalyan Jewellers Ind Ltd","NORDEA 1 SICAV","BUY","1,42,044","334.00","-"
"08-FEB-2024","KALYANKJIL","Kalyan Jewellers Ind Ltd","NORDEA 1 SICAV","BUY","49,30,649","334.00","-"
"08-FEB-2024","KALYANKJIL","Kalyan Jewellers Ind Ltd","NORDEA 1 SICAV","BUY","4,19,522","334.00","-"
"08-FEB-2024","KALYANKJIL","Kalyan Jewellers Ind Ltd","NORDEA EQUITY OPPORTUNITIES FUND","BUY","67,483","334.00","-"
"08-FEB-2024","KALYANKJIL","Kalyan Jewellers Ind Ltd","NORDEAFAREASTFUND","BUY","6,63,173","334.00","-"
"08-FEB-2024","KALYANKJIL","Kalyan Jewellers Ind Ltd","SEETHARAMA IYER THRIKUR KALYANARAMAN","BUY","7,48,503","334.00","-"
"08-FEB-2024","KALYANKJIL","Kalyan Jewellers Ind Ltd","SUNDARAM MUTUAL FUND","BUY","26,94,611","334.00","-"
"08-FEB-2024","KALYANKJIL","Kalyan Jewellers Ind Ltd","THE MASTER TRUST BANK OF JAPAN LIMITED AC NOMURA INDIA INVESTMENT FUND MOTHER FUND","BUY","1,30,59,079","334.00","-"
"08-FEB-2024","KALYANKJIL","Kalyan Jewellers Ind Ltd","THE NOMURA TRUST AND BANKING CO.LTD AS THE TRUSTEE OF NOMURA INDIA STOCK MOTHER FUND","BUY","4,20,437","334.00","-"
"08-FEB-2024","KALYANKJIL","Kalyan Jewellers Ind Ltd","THORNBURG DEVELOPING WORLD FUND","BUY","12,94,000","334.00","-"
"08-FEB-2024","KALYANKJIL","Kalyan Jewellers Ind Ltd","TINIESA","BUY","26,770","334.00","-"
"08-FEB-2024","KALYANKJIL","Kalyan Jewellers Ind Ltd","UNIVERSAL-INVESTMENT-GESELLSCHAFT MBH FOR UI-BA-FONDS","BUY","7,00,886","334.00","-"
"08-FEB-2024","KALYANKJIL","Kalyan Jewellers Ind Ltd","UNIVERSAL-INVESTMENT-GESELLSCHAFT MBH FOR UI-ZW-FONDS","BUY","1,93,061","334.00","-"
"08-FEB-2024","MANKIND","Mankind Pharma Limited","ABUDHABI INVESTMENT AUTHORITY MONSOON","BUY","47,645","2,107.35","-"
"08-FEB-2024","MANKIND","Mankind Pharma Limited","AMERICAN FUNDS INSURANCE SERIES NEW WORLD FUND","BUY","1,08,345","2,107.35","-"
"08-FEB-2024","MANKIND","Mankind Pharma Limited","ARJUN  JUNEJA","SELL","12,00,564","2,107.35","-"
"08-FEB-2024","MANKIND","Mankind Pharma Limited","ARJUN JUNEJA","SELL","12,00,564","2,107.35","-"
"08-FEB-2024","MANKIND","Mankind Pharma Limited","ASK EMERGING OPPORTUNITIES FUND","BUY","50,043","2,107.35","-"
"08-FEB-2024","MANKIND","Mankind Pharma Limited","AXIS MUTUAL FUND","BUY","98,438","2,107.35","-"
"08-FEB-2024","MANKIND","Mankind Pharma Limited","AXIS MUTUAL FUND","BUY","98,437","2,107.35","-"
"08-FEB-2024","MANKIND","Mankind Pharma Limited","BAJAJ ALLIANZ LIFE INSURANCE COMPANY LIMITED","BUY","50,043","2,107.35","-"
"08-FEB-2024","MANKIND","Mankind Pharma Limited","BANDHAN MUTUAL FUND","BUY","50,043","2,107.35","-"
"08-FEB-2024","MANKIND","Mankind Pharma Limited","BLACKSTONE AQUA MASTER SUB-FUND","BUY","50,043","2,107.35","-"
"08-FEB-2024","MANKIND","Mankind Pharma Limited","BNP PARIBAS ARBITRAGE","BUY","47,645","2,107.35","-"
"08-FEB-2024","MANKIND","Mankind Pharma Limited","BOFA SECURITIES EUROPE SA","BUY","47,645","2,107.35","-"
"08-FEB-2024","MANKIND","Mankind Pharma Limited","CANARA HSBC LIFE INSURANCE COMPANY LIMITED","BUY","50,043","2,107.35","-"
"08-FEB-2024","MANKIND","Mankind Pharma Limited","CAPITAL GROUP NEW WORLD FUND (LUX)","BUY","15,211","2,107.35","-"
"08-FEB-2024","MANKIND","Mankind Pharma Limited","CITIGROUP GLOBAL MARKETS MAURITIUS PVT LTD","BUY","59,062","2,107.35","-"
"08-FEB-2024","MANKIND","Mankind Pharma Limited","COPTHALL MAURITIUS INVESTMENT LIMITED","BUY","47,645","2,107.35","-"
"08-FEB-2024","MANKIND","Mankind Pharma Limited","COPTHALL MAURITIUS INVESTMENT LTD","BUY","2,06,718","2,107.35","-"
"08-FEB-2024","MANKIND","Mankind Pharma Limited","EDELWEISS MUTUAL FUND","BUY","50,043","2,107.35","-"
"08-FEB-2024","MANKIND","Mankind Pharma Limited","GHISALLO MASTER FUND LP","BUY","50,043","2,107.35","-"
"08-FEB-2024","MANKIND","Mankind Pharma Limited","GOLDMAN SACHS INVESTMENTS (MAURITIUS) I LIMITED","BUY","50,043","2,107.35","-"
"08-FEB-2024","MANKIND","Mankind Pharma Limited","GOVERNMENT OF SINGAPORE","BUY","16,80,714","2,107.35","-"
"08-FEB-2024","MANKIND","Mankind Pharma Limited","HSBC ASIAPACIFIC FUND","BUY","591","2,107.35","-"
"08-FEB-2024","MANKIND","Mankind Pharma Limited","HSBC GLOBAL INVESTMENT FUNDS - ASIA EX JAPAN EQUITY","BUY","8,283","2,107.35","-"
"08-FEB-2024","MANKIND","Mankind Pharma Limited","HSBC GLOBAL INVESTMENT FUNDS - MANAGED SOLUTIONS ASIA FOCUSED GROWTH","BUY","338","2,107.35","-"
"08-FEB-2024","MANKIND","Mankind Pharma Limited","HSBC POOLED INVESTMENT FUND HSBC POOLED ASIAN EQUITY FUND","BUY","35,624","2,107.35","-"
"08-FEB-2024","MANKIND","Mankind Pharma Limited","ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED","BUY","54,160","2,107.35","-"
"08-FEB-2024","MANKIND","Mankind Pharma Limited","INTERNATIONAL MONETARY FUND (IN RESPECT OF THE INTERNATIONAL MONETARY FUND RETIRED STAFF BENEFITS IN","BUY","640","2,107.35","-"
"08-FEB-2024","MANKIND","Mankind Pharma Limited","INTERNATIONAL MONETARY FUND (IN RESPECT OF THE INTERNATIONAL MONETARY FUND STAFF RETIREMENT PLAN)","BUY","2,169","2,107.35","-"
"08-FEB-2024","MANKIND","Mankind Pharma Limited","INVESCO MUTUAL FUND","BUY","87,749","2,107.35","-"
"08-FEB-2024","MANKIND","Mankind Pharma Limited","MONETARY AUTHORITY OF SINGAPORE","BUY","2,09,276","2,107.35","-"
"08-FEB-2024","MANKIND","Mankind Pharma Limited","MORGAN STANLEY ASIA SINGAPORE PTE","BUY","50,043","2,107.35","-"
"08-FEB-2024","MANKIND","Mankind Pharma Limited","MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED","BUY","86,009","2,107.35","-"
"08-FEB-2024","MANKIND","Mankind Pharma Limited","MOTILAL OSWAL MUTUAL FUND","BUY","73,010","2,107.35","-"
"08-FEB-2024","MANKIND","Mankind Pharma Limited","NEW WORLD FUND INC","BUY","17,66,434","2,107.35","-"
"08-FEB-2024","MANKIND","Mankind Pharma Limited","NOMURA A/C NOMURA FUND IRELAND PUBLIC LIMITED COMPANY NOMURA FUND IRELAND INDIA EQUITY FUND","BUY","2,67,343","2,107.35","-"
"08-FEB-2024","MANKIND","Mankind Pharma Limited","NOMURA FUNDS IRELAND PLC - NOMURA FUNDS IRELAND INDIA EQUITY FUND","BUY","47,643","2,107.35","-"
"08-FEB-2024","MANKIND","Mankind Pharma Limited","NOMURA SINGAPORE LIMITED","BUY","50,043","2,107.35","-"
"08-FEB-2024","MANKIND","Mankind Pharma Limited","NORGES BANK ON ACCOUNT OF THE GOVERNMENT PENSION FUND GLOBAL","BUY","1,26,516","2,107.35","-"
"08-FEB-2024","MANKIND","Mankind Pharma Limited","PUJA  JUNEJA","SELL","11,35,668","2,107.35","-"
"08-FEB-2024","MANKIND","Mankind Pharma Limited","PUJA JUNEJA","SELL","11,35,668","2,107.35","-"
"08-FEB-2024","MANKIND","Mankind Pharma Limited","SBI MUTUAL FUND","BUY","2,85,467","2,107.35","-"
"08-FEB-2024","MANKIND","Mankind Pharma Limited","SBI MUTUAL FUND","BUY","2,85,465","2,107.35","-"
"08-FEB-2024","MANKIND","Mankind Pharma Limited","SHEETAL  ARORA","SELL","9,08,535","2,107.35","-"
"08-FEB-2024","MANKIND","Mankind Pharma Limited","SHEETAL ARORA","SELL","9,08,535","2,107.35","-"
"08-FEB-2024","MANKIND","Mankind Pharma Limited","SOCIETE GENERALE","BUY","1,94,882","2,107.35","-"
"08-FEB-2024","VENUSPIPES","Venus Pipes & Tubes Ltd","HIMALAYA FINANCE AND INVESTMENT CO","SELL","2,53,800","1,500.00","-"
"08-FEB-2024","VENUSPIPES","Venus Pipes & Tubes Ltd","PIONEER INVESTMENT FUND SCHEME II","BUY","2,53,800","1,500.00","-"
"12-FEB-2024","PEL","Piramal Enterprises Ltd.","EAST BRIDGE CAPITAL MASTER FUND I LIMITED","BUY","9,28,000","883.25","-"
"12-FEB-2024","PEL","Piramal Enterprises Ltd.","EAST BRIDGE CAPITAL MASTER FUND LIMITED","SELL","9,28,000","883.25","-"
"14-FEB-2024","BAJAJFINSV","Bajaj Finserv Limited","BACHHRAJ & CO PRIVATE LIMITED","BUY","14,26,965","1,582.00","-"
"14-FEB-2024","BAJAJFINSV","Bajaj Finserv Limited","DEEPA BAJAJ","SELL","1,24,125","1,582.00","-"
"14-FEB-2024","BAJAJFINSV","Bajaj Finserv Limited","RAJIVNAYAN BAJAJ","SELL","3,20,590","1,582.00","-"
"14-FEB-2024","BAJAJFINSV","Bajaj Finserv Limited","RISHAB FAMILY TRUST","SELL","9,82,250","1,582.00","-"
"14-FEB-2024","JSL","Jindal Stainless Limited","ELM PARK FUND LIMITED","SELL","29,00,000","575.35","-"
"14-FEB-2024","JSL","Jindal Stainless Limited","JSL OVERSEAS HOLDING LIMITED","BUY","29,00,000","575.35","-"
"20-FEB-2024","JINDALSAW","Jindal Saw Limited","COPTHALL MAURITIUS INVESTMENT LIMITED","BUY","3,50,000","521.00","-"
"20-FEB-2024","JINDALSAW","Jindal Saw Limited","ERISKA INVESTMENT FUND LTD","SELL","23,50,000","521.00","-"
"20-FEB-2024","JINDALSAW","Jindal Saw Limited","NIPPON INDIA MUTUAL FUND - SMALL CAP FUND","BUY","12,00,000","521.00","-"
"20-FEB-2024","JINDALSAW","Jindal Saw Limited","SAMCO MUTUAL FUND(ACTIVE MOMENTUM FUND)","BUY","3,00,000","521.00","-"
"20-FEB-2024","JINDALSAW","Jindal Saw Limited","SAMCO MUTUAL FUND(DYNAMIC ASSET ALLOCATION FUND)","BUY","2,50,000","521.00","-"
"20-FEB-2024","JINDALSAW","Jindal Saw Limited","SOCIETE GENERALE","BUY","2,50,000","521.00","-"
"20-FEB-2024","JSL","Jindal Stainless Limited","ELM PARK FUND LIMITED","SELL","11,30,000","640.00","-"
"20-FEB-2024","JSL","Jindal Stainless Limited","JSL OVERSEAS HOLDING LIMITED","BUY","11,30,000","640.00","-"
"20-FEB-2024","TFCILTD","Tourism Finance Corp","ADITYA KUMAR HALWASIYA","BUY","1,18,02,094","209.75","-"
"20-FEB-2024","TFCILTD","Tourism Finance Corp","KOPPARA SAJEEVE THOMAS","SELL","34,44,133","209.75","-"
"20-FEB-2024","TFCILTD","Tourism Finance Corp","PRANSATREE HOLDINGS PTE. LIMITED","SELL","42,56,100","209.75","-"
"20-FEB-2024","TFCILTD","Tourism Finance Corp","VARANIUM CAPITAL ADVISORS PRIVATE LIMITED","SELL","10,04,400","209.75","-"
"20-FEB-2024","TFCILTD","Tourism Finance Corp","VARANIUM INDIA OPPORTUNITY LTD","SELL","30,97,461","209.75","-"
"21-FEB-2024","CAMPUS","Campus Activewear Limited","QRG INVESTMENTS AND HOLDINGS LIMITED","SELL","40,65,000","245.00","-"
"21-FEB-2024","CAMPUS","Campus Activewear Limited","SBI MUTUAL FUND","BUY","40,65,000","245.00","-"
"21-FEB-2024","DEVYANI","Devyani International Ltd","AXIS MUTUAL FUND","BUY","30,00,000","164.10","-"
"21-FEB-2024","DEVYANI","Devyani International Ltd","BANDHAN MUTUAL FUND","BUY","3,57,142","164.10","-"
"21-FEB-2024","DEVYANI","Devyani International Ltd","BANDHAN MUTUAL FUND","BUY","10,71,429","164.10","-"
"21-FEB-2024","DEVYANI","Devyani International Ltd","BANDHAN MUTUAL FUND.","BUY","10,71,429","164.10","-"
"21-FEB-2024","DEVYANI","Devyani International Ltd","CITIGROUP GLOBAL MARKETS MAURITIUS PVT LTD","BUY","9,60,000","164.10","-"
"21-FEB-2024","DEVYANI","Devyani International Ltd","COPTHALL MAURITIUS INVESTMENT LIMITED","BUY","20,00,000","164.10","-"
"21-FEB-2024","DEVYANI","Devyani International Ltd","EMPLOYEES PROVIDENT FUND","BUY","38,00,000","164.10","-"
"21-FEB-2024","DEVYANI","Devyani International Ltd","FRANKLIN TEMPLETON MUTUAL FUND","BUY","50,00,000","164.10","-"
"21-FEB-2024","DEVYANI","Devyani International Ltd","GHISALLO MASTER FUND LP","BUY","22,23,330","164.10","-"
"21-FEB-2024","DEVYANI","Devyani International Ltd","GOLDMAN SACHS (SINGAPORE) PTE","BUY","10,00,000","164.10","-"
"21-FEB-2024","DEVYANI","Devyani International Ltd","GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO","BUY","18,51,955","164.10","-"
"21-FEB-2024","DEVYANI","Devyani International Ltd","GOVERNMENT OF SINGAPORE","BUY","44,43,479","164.10","-"
"21-FEB-2024","DEVYANI","Devyani International Ltd","GS INDIA EQUITY","BUY","63,066","164.10","-"
"21-FEB-2024","DEVYANI","Devyani International Ltd","HDFC MUTUAL FUND","BUY","7,50,000","164.10","-"
"21-FEB-2024","DEVYANI","Devyani International Ltd","HDFC STANDARD LIFE INSURANCE COMPANY LIMITED","BUY","28,00,000","164.10","-"
"21-FEB-2024","DEVYANI","Devyani International Ltd","MEDIOLANUM BEST BRANDS- MEDIOLANUM INDIA OPPORTUNITIES","BUY","84,979","164.10","-"
"21-FEB-2024","DEVYANI","Devyani International Ltd","MONETARY AUTHORITY OF SINGAPORE","BUY","5,56,521","164.10","-"
"21-FEB-2024","DEVYANI","Devyani International Ltd","MORGAN STANLEY ASIA SINGAPORE PTE","BUY","5,50,000","164.10","-"
"21-FEB-2024","DEVYANI","Devyani International Ltd","MORGAN STANLEY ASIA SINGAPORE PTE","BUY","18,75,000","164.10","-"
"21-FEB-2024","DEVYANI","Devyani International Ltd","NIPPON INDIA MUTUAL FUND","BUY","80,00,000","164.10","-"
"21-FEB-2024","DEVYANI","Devyani International Ltd","PGIM INDIA MUTUAL FUND","BUY","17,50,000","164.10","-"
"21-FEB-2024","DEVYANI","Devyani International Ltd","SOCIETE GENERALE","BUY","50,75,000","164.10","-"
"21-FEB-2024","DEVYANI","Devyani International Ltd","SUNDARAM MUTUAL FUND","BUY","48,00,000","164.10","-"
"21-FEB-2024","DEVYANI","Devyani International Ltd","YUM RESTAURANTS INDIA PVT LTD","SELL","5,30,83,330","164.10","-"
"27-FEB-2024","BSE","BSE Limited","MARSHALL WACE INVESTMENT STRATEGIES - SYSTEMATIC ALPHA PLUS FUND","SELL","47,014","2,278.95","-"
"27-FEB-2024","BSE","BSE Limited","SOCIETE GENERALE","BUY","47,014","2,278.95","-"
"28-FEB-2024","APTUS","Aptus Value Hsg Fin I Ltd","STEADVIEW CAPITAL MAURITIUS LIMITED","BUY","32,05,000","328.50","-"
"28-FEB-2024","APTUS","Aptus Value Hsg Fin I Ltd","STEADVIEW CAPITAL OPPORTUNITIES PCC","SELL","32,05,000","328.50","-"
"28-FEB-2024","CUPID","Cupid Limited","DOVETAIL INDIA FUND","BUY","45,000","2,700.00","-"
"28-FEB-2024","CUPID","Cupid Limited","EBENE GLOBAL OPPORTUNITY FUND","SELL","45,000","2,700.00","-"
"28-FEB-2024","KAMDHENU","Kamdhenu Ispat Limited","DOVETAIL INDIA FUND","BUY","5,00,000","581.40","-"
"28-FEB-2024","KAMDHENU","Kamdhenu Ispat Limited","THREE DEE EXIM PRIVATE LIMITED","SELL","5,00,000","581.40","-"
"29-FEB-2024","JSL","Jindal Stainless Limited","ELM PARK FUND LIMITED","SELL","32,50,000","647.10","-"
"29-FEB-2024","JSL","Jindal Stainless Limited","VIRTUOUS TRADECORP PRIVATE LIMITED","BUY","32,50,000","647.10","-"
"01-MAR-2024","JSL","Jindal Stainless Limited","ELM PARK FUND LIMITED","SELL","30,75,000","652.00","-"
"01-MAR-2024","JSL","Jindal Stainless Limited","VIRTUOUS TRADECORP PRIVATE LIMITED","BUY","30,75,000","652.00","-"
"05-MAR-2024","HATSUN","Hatsun Agro Product Ltd.","CHANDRAMOGAN R G","BUY","1,00,162","1,129.55","-"
"05-MAR-2024","HATSUN","Hatsun Agro Product Ltd.","MALABAR VALUE FUND   - AIF","SELL","1,00,162","1,129.55","-"
"06-MAR-2024","DOLLAR","Dollar Industries Limited","BAJRANG KUMAR GUPTA","SELL","5,00,000","490.00","-"
"06-MAR-2024","DOLLAR","Dollar Industries Limited","FIDELITY ASIAN VALUES PLC","BUY","1,36,779","490.00","-"
"06-MAR-2024","DOLLAR","Dollar Industries Limited","FIDELITY FUNDS ASIAN SMALLER COMPANIES POOL","BUY","3,63,221","490.00","-"
"06-MAR-2024","WELCORP","Welspun Corp Limited","VIPUL  MATHUR","SELL","4,50,000","541.50","-"
"06-MAR-2024","WELCORP","Welspun Corp Limited","WELSPUN GROUP MASTER TRUST","BUY","4,50,000","541.50","-"
"07-MAR-2024","BHARTIARTL","Bharti Airtel Limited","ABU DHABI INVESTMENT AUTHORITY - GULAB","BUY","2,07,677","1,193.70","-"
"07-MAR-2024","BHARTIARTL","Bharti Airtel Limited","ACTIVE EMERGING MARKETS EQUITY FUND","BUY","2,99,609","1,193.70","-"
"07-MAR-2024","BHARTIARTL","Bharti Airtel Limited","AUSTRALIANSUPER","BUY","16,94,349","1,193.70","-"
"07-MAR-2024","BHARTIARTL","Bharti Airtel Limited","BBH GQG PARTNERS EMERGING MARKETS EQUITY MASTER FUND LP","BUY","10,10,479","1,193.70","-"
"07-MAR-2024","BHARTIARTL","Bharti Airtel Limited","CARE SUPER PTY LTD AS TRUSTEE FOR CARE SUPER","BUY","2,33,918","1,193.70","-"
"07-MAR-2024","BHARTIARTL","Bharti Airtel Limited","GENERAL ORGANIZATION FOR SOCIAL INSURANCE","BUY","5,07,076","1,193.70","-"
"07-MAR-2024","BHARTIARTL","Bharti Airtel Limited","GOLDMAN SACHS TRUST II - GOLDMAN SACHS GQG PARTNERS INTERNATIONAL OPPORTUNITIES FUND","BUY","1,82,02,353","1,193.70","-"
"07-MAR-2024","BHARTIARTL","Bharti Airtel Limited","GQG PARTNERS EMERGING MARKETS EQUITY FUND","BUY","1,74,38,276","1,193.70","-"
"07-MAR-2024","BHARTIARTL","Bharti Airtel Limited","GQG PARTNERS EMERGING MARKETS EQUITY FUND","BUY","6,09,553","1,193.70","-"
"07-MAR-2024","BHARTIARTL","Bharti Airtel Limited","GQG PARTNERS EMERGING MARKETS EQUITY FUND A SERIES OF GQG PARTNERS SERIES LLC","BUY","27,93,636","1,193.70","-"
"07-MAR-2024","BHARTIARTL","Bharti Airtel Limited","GQG PARTNERS EMERGING MARKETS EQUITY FUND A SUB FUND OF GQG GLOBAL UCITS ICAV","BUY","22,70,684","1,193.70","-"
"07-MAR-2024","BHARTIARTL","Bharti Airtel Limited","GQG PARTNERS INTERNATIONAL EQUITY FUND A SERIES OF GQG PARTNERS SERIES LLC","BUY","1,79,831","1,193.70","-"
"07-MAR-2024","BHARTIARTL","Bharti Airtel Limited","GQG PARTNERS INTERNATIONAL QUALITY EQUITY FUND","BUY","1,30,209","1,193.70","-"
"07-MAR-2024","BHARTIARTL","Bharti Airtel Limited","GSF II GOLDMAN SACHS GLOBAL MULTI MANAGER ALTERNATIVES PORTFOLIO","BUY","7,163","1,193.70","-"
"07-MAR-2024","BHARTIARTL","Bharti Airtel Limited","JNL/GQG EMERGING MARKETS EQUITY FUND","BUY","7,27,746","1,193.70","-"
"07-MAR-2024","BHARTIARTL","Bharti Airtel Limited","PASTEL LIMITED","SELL","4,90,00,000","1,193.70","-"
"07-MAR-2024","BHARTIARTL","Bharti Airtel Limited","RELIANCE TRUST INSTITUTIONAL RETIREMENT TRUST SERIES ELEVEN","BUY","16,59,987","1,193.70","-"
"07-MAR-2024","BHARTIARTL","Bharti Airtel Limited","RELIANCE TRUST INSTITUTIONAL RETIREMENT TRUST SERIES TWELVE","BUY","7,51,583","1,193.70","-"
"07-MAR-2024","BHARTIARTL","Bharti Airtel Limited","UNITED SUPER PTY LTD AS TRUSTEE FOR CONSTRUCTION AND BUILDING UNIONS SUPERANNUATION FUND","BUY","1,82,022","1,193.70","-"
"07-MAR-2024","BHARTIARTL","Bharti Airtel Limited","WITAN INVESTMENT TRUST PLC RE GQG PARTNERS LLC","BUY","93,849","1,193.70","-"
"07-MAR-2024","BSOFT","BIRLASOFT LIMITED","SEB ASIENFOND EX JAPAN","BUY","2,03,544","769.10","-"
"07-MAR-2024","BSOFT","BIRLASOFT LIMITED","SEB FUND 3 SEB PENSION FUND","SELL","2,03,544","769.10","-"
"07-MAR-2024","HINDZINC","Hindustan Zinc Limited","SEB ASIENFOND EX JAPAN","BUY","3,27,175","307.55","-"
"07-MAR-2024","HINDZINC","Hindustan Zinc Limited","SEB FUND 3 SEB PENSION FUND","SELL","3,27,175","307.55","-"
"07-MAR-2024","INDIGO","InterGlobe Aviation Ltd","SEB ASIENFOND EX JAPAN","BUY","57,049","3,069.80","-"
"07-MAR-2024","INDIGO","InterGlobe Aviation Ltd","SEB FUND 3 SEB PENSION FUND","SELL","57,049","3,069.80","-"
"07-MAR-2024","LODHA","Macrotech Developers Ltd","SEB ASIENFOND EX JAPAN","BUY","1,17,093","1,196.65","-"
"07-MAR-2024","LODHA","Macrotech Developers Ltd","SEB FUND 3 SEB PENSION FUND","SELL","1,17,093","1,196.65","-"
"07-MAR-2024","TATAMOTORS","Tata Motors Limited","SEB ASIENFOND EX JAPAN","BUY","1,85,410","1,017.65","-"
"07-MAR-2024","TATAMOTORS","Tata Motors Limited","SEB FUND 3 SEB PENSION FUND","SELL","1,85,410","1,017.65","-"
"07-MAR-2024","TORNTPHARM","Torrent Pharma Ltd.","SEB ASIENFOND EX JAPAN","BUY","63,294","2,691.20","-"
"07-MAR-2024","TORNTPHARM","Torrent Pharma Ltd.","SEB FUND 3 SEB PENSION FUND","SELL","63,294","2,691.20","-"
