Ticker,Name,Sector
ONMOBILE,OnMobile Global Limited,Other Telecom Services
ONWARDTEC,Onward Technologies Limited,IT Consulting & Application Software
OPTIEMUS,Optiemus Infracom Limited,Telecommunications Equipment
ORBTEXP,Orbit Exports Limited,Textiles
ORCHPHARMA,Orchid Pharma Limited,Pharmaceuticals
ORICONENT,Oricon Enterprises Limited,PACKAGING
ORIENTBELL,Orient Bell Limited,"Furniture, Furnishing & Paints"
ORIENTCEM,Orient Cement Limited,Cement & Cement Products
ORIENTELEC,Orient Electric Limited,Consumer Electronics
ORIENTHOT,Oriental Hotels Limited,Hotels
ORIENTLTD,Orient Press Limited,Containers & Packaging
ORIENTPPR,Orient Paper & Industries Limited,Paper & Paper Products
ORISSAMINE,The Orissa Minerals Development Company Limited,Mining
ORTINLAB,Ortin Laboratories Limited,Pharmaceuticals
OSWALAGRO,Oswal Agro Mills Limited,INVESTMENT COMPANIES
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,Process Industries
PAGEIND,Page Industries Limited,Other Apparels & Accessories
PAISALO,Paisalo Digital Limited,Fin COS (including NBFCs)
PALASHSECU,Palash Securities Limited,Financial Services
PALREDTEC,Palred Technologies Limited,IT ENABLED SERVICES - SOFTWARE
PANACEABIO,Panacea Biotec Limited,Biotechnology
PANACHE,Panache Digilife Limited,Trading Companies & Distributors
PANAMAPET,Panama Petrochem Limited,Refineries & Petroleum Products
PANSARI,Pansari Developers Limited,RESIDENTIAL/COMMERCIAL/SEZ Project
PAR,Par Drugs And Chemicals Limited,Pharmaceuticals
PARACABLES,Paramount Communications Limited,Other Electrical Equipment/ Products
PARADEEP,Paradeep Phosphates Limited,Process Industries
PARAGMILK,Parag Milk Foods Limited,Packaged Foods
PARAS,Paras Defence and Space Technologies Limited,Defence
PASUPTAC,Pasupati Acrylon Limited,Fibers & Plastics
PATANJALI,Patanjali Foods Limited,Process Industries
PATELENG,Patel Engineering Limited,Construction & Engineering
PATINTLOG,Patel Integrated Logistics Limited,Surface Transportation
PAYTM,One 97 Communications Limited,ONLINE SERVICES
PCBL,PCBL LIMITED,Process Industries
PCJEWELLER,PC Jeweller Limited,Other Apparels & Accessories
PDMJEPAPER,Pudumjee Paper Products Limited,Paper & Paper Products
PDSL,PDS Limited,Consumer Non-Durables
PEARLPOLY,Pearl Polymers Limited,PLASTIC PRODUCTS
PEL,Piramal Enterprises Limited,Financial Services
PENIND,Pennar Industries Limited,Iron & Steel and Intermediary Products
PENINLAND,Peninsula Land Limited,Realty
PERSISTENT,Persistent Systems Limited,IT Consulting & Application Software
PETRONET,Petronet LNG Limited,LPG/CNG/PNG/LNG SUPPLIER
PFC,Power Finance Corporation Limited,Fin COS (including NBFCs)
PFIZER,Pfizer Limited,Pharmaceuticals
PFOCUS,Prime Focus Limited,Movies & Entertainment
PGEL,PG Electroplast Limited,Consumer Electronics
PGHH,Procter & Gamble Hygiene and Health Care Limited,Personal Products
PGHL,Procter & Gamble Health Limited,Pharmaceuticals
PGIL,Pearl Global Industries Limited,Other Apparels & Accessories
PHOENIXLTD,The Phoenix Mills Limited,Realty
PIDILITIND,Pidilite Industries Limited,Specialty Chemicals
PIIND,PI Industries Limited,Agrochemicals
PILANIINVS,Pilani Investment and Industries Corporation Limited,Holding Companies
PITTIENG,Pitti Engineering Limited,Other Electrical Equipment/ Products
PIXTRANS,Pix Transmissions Limited,Producer Manufacturing
PLASTIBLEN,Plastiblends India Limited,Specialty Chemicals
PNB,Punjab National Bank,BANKS - PSU
PNBGILTS,PNB Gilts Limited,Fin COS (including NBFCs)
PNBHOUSING,PNB Housing Finance Limited,Housing Finance Companies
PNC,Pritish Nandy Communications Limited,Movies & Entertainment
PNCINFRA,PNC Infratech Limited,Roads & Highways
POCL,Pondy Oxides & Chemicals Limited,Non-Energy Minerals
PODDARMENT,Poddar Pigments Limited,DYES & PIGMENTS
POKARNA,Pokarna Limited,GRANITES / MARBLES
POLICYBZR,PB Fintech Limited,ONLINE SERVICES
POLYCAB,Polycab India Limited,Other Electrical Equipment/ Products
POLYMED,Poly Medicure Limited,MEDICAL EQUIPMENT & SUPPLIES
POLYPLEX,Polyplex Corporation Limited,Containers & Packaging
PONNIERODE,Ponni Sugars (Erode) Limited,Sugar
POONAWALLA,Poonawalla Fincorp Limited,Fin COS (including NBFCs)
POWERGRID,Power Grid Corporation of India Limited,Electric Utilities - TRANSMISSION
POWERINDIA,Hitachi Energy India Limited,Heavy Electrical Equipment
POWERMECH,Power Mech Projects Limited,Construction & Engineering
PPAP,PPAP Automotive Limited,Auto Parts & Equipment
PPL,Prakash Pipes Limited,PLASTIC PRODUCTS
PPLPHARMA,Piramal Pharma Limited,Health Technology
PRAJIND,Praj Industries Limited,Construction & Engineering
PRAKASH,Prakash Industries Limited,Iron & Steel and Intermediary Products
PRECAM,Precision Camshafts Limited,Auto Parts & Equipment
PRECWIRE,Precision Wires India Limited,Other Electrical Equipment/ Products
PREMEXPLN,Premier Explosives Limited,EXPLOSIVES
PREMIERPOL,Premier Polyfilm Limited,PLASTIC PRODUCTS
PRESTIGE,Prestige Estates Projects Limited,Realty
PRICOLLTD,Pricol Limited,Auto Parts & Equipment
PRIMESECU,Prime Securities Limited,Financial Services
PRINCEPIPE,Prince Pipes And Fittings Limited,PLASTIC PRODUCTS
PRIVISCL,Privi Speciality Chemicals Limited,Specialty Chemicals
PRSMJOHNSN,Prism Johnson Limited,Cement & Cement Products
PRUDENT,Prudent Corporate Advisory Services Limited,Finance
PSB,Punjab & Sind Bank,BANKS - PSU
PSPPROJECT,PSP Projects Limited,Construction & Engineering
PTC,PTC India Limited,Electric Utilities - TRADING
PTCIL,PTC Industries Limited,Producer Manufacturing
PTL,PTL Enterprises Limited,Diversified Commercial Services
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,Agrochemicals
PURVA,Puravankara Limited,Realty
PVP,PVP Ventures Limited,Realty
QUESS,Quess Corp Limited,Specialized Consumer Services
QUICKHEAL,Quick Heal Technologies Limited,Software Products
RACE,Race Eco Chain Limited,Process Industries
RADHIKAJWE,Radhika Jeweltech Limited,Consumer Durables
RADIANTCMS,Radiant Cash Management Services Limited,Commercial Services
RADICO,Radico Khaitan Limited,Breweries & Distilleries
RADIOCITY,Music Broadcast Limited,Broadcasting & Cable TV
RAILTEL,Railtel Corporation Of India Limited,Telecommunication Services
RAIN,Rain Industries Limited,Petrochemicals
RAINBOW,Rainbow Childrens Medicare Limited,Health Services
RAJESHEXPO,Rajesh Exports Limited,Other Apparels & Accessories
RAJRATAN,Rajratan Global Wire Limited,Tyres & Rubber Products
RAJSREESUG,Rajshree Sugars & Chemicals Limited,Sugar
RALLIS,Rallis India Limited,Agrochemicals
RAMANEWS,Shree Rama Newsprint Limited,Paper & Paper Products
RAMAPHO,Rama Phosphates Limited,Process Industries
RAMASTEEL,Rama Steel Tubes Limited,IRON & STEEL PRODUCTS
RAMCOCEM,The Ramco Cements Limited,Cement & Cement Products
RAMCOIND,Ramco Industries Limited,GRANITES / MARBLES
RAMCOSYS,Ramco Systems Limited,IT Consulting & Application Software
RAMKY,Ramky Infrastructure Limited,Construction & Engineering
RAMRAT,Ram Ratna Wires Limited,Producer Manufacturing
RANASUG,Rana Sugars Limited,Sugar
RANEENGINE,Rane Engine Valve Limited,Auto Parts & Equipment
RANEHOLDIN,Rane Holdings Limited,Auto Parts & Equipment
RATEGAIN,Rategain Travel Technologies Limited,IT Consulting & Application Software
RATNAMANI,Ratnamani Metals & Tubes Limited,IRON & STEEL PRODUCTS
RAYMOND,Raymond Limited,Textiles
RBA,Restaurant Brands Asia Limited,Consumer Services
RBL,Rane Brake Lining Limited,Auto Parts & Equipment
RBLBANK,RBL Bank Limited,BANKS - PVT
RCF,Rashtriya Chemicals and Fertilizers Limited,FERTILIZERS
RECLTD,REC Limited,Fin COS (including NBFCs)
REDINGTON,Redington Limited,Trading Companies & Distributors
REFEX,Refex Industries Limited,Industrial Gases
RELAXO,Relaxo Footwears Limited,Footwear
RELIANCE,Reliance Industries Limited,Refineries & Petroleum Products
RELIGARE,Religare Enterprises Limited,Financial Services
RELINFRA,Reliance Infrastructure Limited,Electric Utilities
RENUKA,Shree Renuka Sugars Limited,Sugar
REPCOHOME,Repco Home Finance Limited,Housing Finance Companies
REPL,Rudrabhishek Enterprises Limited,ENGINEERING / DESIGNING /CONSTRUCTION
REPRO,Repro India Limited,Commercial Printing/ Stationery
RESPONIND,Responsive Industries Limited,"Furniture, Furnishing & Paints"
RGL,Renaissance Global Limited,Other Apparels & Accessories
RHIM,RHI MAGNESITA INDIA LIMITED, Industrial Goods
RICOAUTO,Rico Auto Industries Limited,Auto Parts & Equipment
RIIL,Reliance Industrial Infrastructure Limited,Construction & Engineering
RITCO,Ritco Logistics Limited,Transportation
RITES,RITES Limited,Construction & Engineering
RKEC,RKEC Projects Limited,CONSTRUCTION CIVIL
RKFORGE,Ramkrishna Forgings Limited, Industrial Products
RML,Rane (Madras) Limited,Auto Parts & Equipment
ROHLTD,Royal Orchid Hotels Limited,Hotels
ROLEXRINGS,Rolex Rings Limited,Auto Parts & Equipment
ROML,Raj Oil Mills Limited,Edible Oils
ROSSARI,Rossari Biotech Limited,Specialty Chemicals
ROSSELLIND,Rossell India Limited,Tea & Coffee
ROTO,Roto Pumps Limited,Producer Manufacturing
ROUTE,ROUTE MOBILE LIMITED,Other Telecom Services
RPGLIFE,RPG Life Sciences Limited,Pharmaceuticals
RPPL,Rajshree Polypack Limited,PACKAGING
RPSGVENT,RPSG VENTURES LIMITED,IT Consulting & Application Software
RSWM,RSWM Limited,Textiles
RSYSTEMS,R Systems International Limited,IT ENABLED SERVICES - SOFTWARE
RTNINDIA,RattanIndia Enterprises Limited,Electric Utilities
RUBYMILLS,The Ruby Mills Limited,Textiles
RUCHIRA,Ruchira Papers Limited,Paper & Paper Products
RUPA,Rupa & Company Limited,Other Apparels & Accessories
RUSHIL,Rushil Decor Limited,Forest Products - PLY & BOARDS
RUSTOMJEE,Keystone Realtors Limited,Finance
RVNL,Rail Vikas Nigam Limited,Construction & Engineering
SADBHAV,Sadbhav Engineering Limited,Construction & Engineering
SADHNANIQ,Sadhana Nitrochem Limited,Process Industries
SAFARI,Safari Industries (India) Limited,PLASTIC PRODUCTS
SAGCEM,Sagar Cements Limited,Cement & Cement Products
SAH,Sah Polymers Limited,Process Industries
SAHYADRI,Sahyadri Industries Limited,Non-Energy Minerals
SAIL,Steel Authority of India Limited,STEEL MAJOR
SAKAR,Sakar Healthcare Limited,Pharmaceuticals
SAKHTISUG,Sakthi Sugars Limited,Sugar
SAKSOFT,Saksoft Limited,Software Products
SAKUMA,Sakuma Exports Limited,Trading Companies & Distributors
SALASAR,Salasar Techno Engineering Limited,Construction & Engineering
SALONA,Salona Cotspin Limited,SPINNING-COTTON/BLENDED
SALZERELEC,Salzer Electronics Limited,POWER EQUIPMENT
SANDESH,The Sandesh Limited,PRINTING & PUBLICATION
SANDHAR,Sandhar Technologies Limited,Auto Parts & Equipment
SANDUMA,Sandur Manganese & Iron Ores Limited,Non-Energy Minerals
SANGAMIND,Sangam (India) Limited,Textiles
SANGHIIND,Sanghi Industries Limited,Cement & Cement Products
SANGHVIMOV,Sanghvi Movers Limited,Transport Related Services
SANOFI,Sanofi India Limited,Pharmaceuticals
SANSERA,Sansera Engineering Limited,Auto Parts & Equipment
SAPPHIRE,Sapphire Foods India Limited,Restaurants
SARDAEN,Sarda Energy & Minerals Limited,Iron & Steel and Intermediary Products
SAREGAMA,Saregama India Limited,Movies & Entertainment
SARLAPOLY,Sarla Performance Fibers Limited,Textiles
SASKEN,Sasken Technologies Limited,IT Consulting & Application Software
SASTASUNDR,Sastasundar Ventures Limited,Healthcare  - Services
SATIA,Satia Industries Limited,Paper & Paper Products
SATIN,Satin Creditcare Network Limited,Fin COS (including NBFCs)
SATINDLTD,Sat Industries Limited,Producer Manufacturing
SBC,SBC Exports Limited,Other Apparels & Accessories
SBCL,Shivalik Bimetal Controls Limited,IRON & STEEL PRODUCTS
SBGLP,Suratwwala Business Group Limited,Finance
SBICARD,SBI Cards and Payment Services Limited,Fin COS (including NBFCs)
SBILIFE,SBI Life Insurance Company Limited,Life Insurance
SBIN,State Bank of India,BANKS - PSU
SCHAEFFLER,Schaeffler India Limited,Industrial Machinery
SCHAND,S Chand And Company Limited,PRINTING & PUBLICATION
SCI,Shipping Corporation Of India Limited,Shipping
SCPL,Sheetal Cool Products Limited,Consumer Non-Durables
SDBL,Som Distilleries & Breweries Limited,Breweries & Distilleries
SECURCRED,SecUR Credentials Limited,Commercial Services
SELAN,Selan Exploration Technology Limited,OIL Exploration & Production
SELMC,SEL Manufacturing Company Limited,Textiles
SEPC,SEPC Limited,Industrial Services
SEQUENT,Sequent Scientific Limited,Pharmaceuticals
SESHAPAPER,Seshasayee Paper and Boards Limited,Paper & Paper Products
SFL,Sheela Foam Limited,"Furniture, Furnishing & Paints"
SGIL,Synergy Green Industries Limited, Industrial Products
SGL,STL Global Limited,Textiles
SHAILY,Shaily Engineering Plastics Limited,Process Industries
SHALBY,Shalby Limited,Healthcare  - Facilities
SHALPAINTS,Shalimar Paints Limited,PAINTS
SHANKARA,Shankara Building Products Limited,Specialty Retail
SHANTIGEAR,Shanthi Gears Limited,Industrial Machinery
SHARDACROP,Sharda Cropchem Limited,Agrochemicals
SHARDAMOTR,Sharda Motor Industries Limited,Auto Parts & Equipment
SHAREINDIA,Share India Securities Limited,Financial Services
SHEMAROO,Shemaroo Entertainment Limited,Movies & Entertainment
SHILPAMED,Shilpa Medicare Limited,Pharmaceuticals
SHIVALIK,Shivalik Rasayan Limited,Agrochemicals
SHIVAMAUTO,Shivam Autotech Limited,Auto Parts & Equipment
SHIVAMILLS,Shiva Mills Limited,Textiles
SHK,S H Kelkar and Company Limited,Personal Products
SHOPERSTOP,Shoppers Stop Limited,Department Stores
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,Cement & Cement Products
SHREECEM,SHREE CEMENT LIMITED,Cement & Cement Products
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,Specialty Chemicals
SHREYANIND,Shreyans Industries Limited,Paper & Paper Products
SHREYAS,Shreyas Shipping & Logistics Limited,Shipping
SHRIPISTON,Shriram Pistons & Rings Limited,Auto Parts & Equipment
SHRIRAMFIN,Shriram Finance Limited,Finance
SHRIRAMPPS,Shriram Properties Limited,Realty
SHYAMMETL,Shyam Metalics and Energy Limited,Iron & Steel and Intermediary Products
SHYAMTEL,Shyam Telecom Limited,Telecommunications Equipment
SIEMENS,Siemens Limited,Heavy Electrical Equipment
SIGACHI,Sigachi Industries Limited,Pharmaceuticals
SIGIND,Signet Industries Limited,PLASTIC PRODUCTS
SIGMA,Sigma Solve Limited,Technology Services
SILINV,SIL Investments Limited,Financial Services
SILLYMONKS,Silly Monks Entertainment Limited,MEDIA & ENTERTAINMENT
SILVERTUC,Silver Touch Technologies Limited,Technology Services
SIMBHALS,Simbhaoli Sugars Limited,Sugar
SINDHUTRAD,Sindhu Trade Links Limited,Transportation
SINTERCOM,Sintercom India Limited,Auto Parts & Equipment
SIRCA,Sirca Paints India Limited,PAINTS
SIS,SIS LIMITED,Specialized Consumer Services
SIYSIL,Siyaram Silk Mills Limited,Textiles
SJS,S.J.S. Enterprises Limited,Auto Parts & Equipment
SJVN,SJVN Limited,Electric Utilities
SKFINDIA,SKF India Limited, Industrial Goods
SKIPPER,Skipper Limited,Construction & Engineering
SKMEGGPROD,SKM Egg Products Export (India) Limited,Other Food Products
SMARTLINK,Smartlink Holdings Limited,Networking Equipment
SMCGLOBAL,SMC Global Securities Limited,Financial Services
SMLISUZU,SML Isuzu Limited,"Construction, Agricultural & Commercial Vehicles"
SMSLIFE,SMS Lifesciences India Limited,Pharmaceuticals
SMSPHARMA,SMS Pharmaceuticals Limited,Pharmaceuticals
SNOWMAN,Snowman Logistics Limited,LOGISTICS SOLUTION PROVIDER
SOBHA,Sobha Limited,Realty
SOLARA,Solara Active Pharma Sciences Limited,Pharmaceuticals
SOLARINDS,Solar Industries India Limited,EXPLOSIVES
SOMANYCERA,Somany Ceramics Limited,CERAMICS / GRANITES 
SOMATEX,Soma Textiles & Industries Limited,SPINNING-COTTON/BLENDED
SONACOMS,Sona BLW Precision Forgings Limited,Auto Parts & Equipment
SONATSOFTW,Sonata Software Limited,IT Consulting & Application Software
SOTL,Savita Oil Technologies Limited,Refineries & Petroleum Products
SOUTHBANK,The South Indian Bank Limited,BANKS - PVT
SOUTHWEST,South West Pinnacle Exploration Limited,Diversified Commercial Services
SPAL,S. P. Apparels Limited,Other Apparels & Accessories
SPANDANA,Spandana Sphoorty Financial Limited,Fin COS (including NBFCs)
SPCENET,Spacenet Enterprises India Limited,MEDIA & ENTERTAINMENT
SPECIALITY,Speciality Restaurants Limited,Restaurants
SPENCERS,Spencer's Retail Limited,DIVERSIFIED RETAIL
SPIC,Southern Petrochemicals Industries Corporation  Limited,FERTILIZERS
SPLIL,SPL Industries Limited,Other Apparels & Accessories
SPLPETRO,Supreme Petrochem Limited,Process Industries
SPORTKING,Sportking India Limited,Process Industries
SREEL,Sreeleathers Limited,Footwear
SRF,SRF Limited,Diversified Commercial Services
SRGHFL,SRG Housing Finance Limited,Finance
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,Commodity Chemicals
SSWL,Steel Strips Wheels Limited,Auto Parts & Equipment
STAR,Strides Pharma Science Limited,Pharmaceuticals
STARCEMENT,Star Cement Limited,Cement & Cement Products
STARHEALTH,Star Health and Allied Insurance Company Limited,General Insurance
STARPAPER,Star Paper Mills Limited,Paper & Paper Products
STCINDIA,The State Trading Corporation of India Limited,Trading Companies & Distributors
STEELCAS,Steelcast Limited, Industrial Products
STEELCITY,Steel City Securities Limited,STOCKBROKING AND ALLIED
STEELXIND,STEEL EXCHANGE INDIA LIMITED,Iron & Steel and Intermediary Products
STEL,Stel Holdings Limited,Holding Companies
STERTOOLS,Sterling Tools Limited,Auto Parts & Equipment
STLTECH,Sterlite Technologies Limited,Other Telecom Services
STOVEKRAFT,Stove Kraft Limited,Household Appliances
STYLAMIND,Stylam Industries Limited,Forest Products - PLY & BOARDS
STYRENIX,Styrenix Performance Materials Limited,Process Industries
SUBEXLTD,Subex Limited,Software Products
SUBROS,Subros Limited,Auto Parts & Equipment
SUDARSCHEM,Sudarshan Chemical Industries Limited,Specialty Chemicals
SUKHJITS,Sukhjit Starch & Chemicals Limited,Consumer Non-Durables
SULA,Sula Vineyards Limited,Process Industries
SUMICHEM,Sumitomo Chemical India Limited,Agrochemicals
SUMMITSEC,Summit Securities Limited,INVESTMENT COMPANIES
SUNDARAM,Sundaram Multi Pap Limited,Commercial Printing/ Stationery
SUNDARMFIN,Sundaram Finance Limited,Fin COS (including NBFCs)
SUNDARMHLD,Sundaram Finance Holdings Limited,DIVERSIFIED SERVICES
SUNDRMBRAK,Sundaram Brake Linings Limited,Auto Parts & Equipment
SUNDRMFAST,Sundram Fasteners Limited,Auto Parts & Equipment
SUNFLAG,Sunflag Iron And Steel Company Limited,Iron & Steel and Intermediary Products
SUNPHARMA,Sun Pharmaceutical Industries Limited,Pharmaceuticals
SUNTECK,Sunteck Realty Limited,Realty
SUNTV,Sun TV Network Limited,Broadcasting & Cable TV
SUPERHOUSE,Superhouse Limited,Footwear
SUPRAJIT,Suprajit Engineering Limited,Auto Parts & Equipment
SUPREMEIND,Supreme Industries Limited,PLASTIC PRODUCTS
SUPRIYA,Supriya Lifescience Limited,Health Technology
SURYALAXMI,Suryalakshmi Cotton Mills Limited,Textiles
SURYAROSNI,Surya Roshni Limited,Iron & Steel and Intermediary Products
SURYODAY,Suryoday Small Finance Bank Limited,BANKS - PVT
SUTLEJTEX,Sutlej Textiles and Industries Limited,Textiles
SUVENPHAR,Suven Pharmaceuticals Limited,Pharmaceuticals
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,Textiles
SWANENERGY,Swan Energy Limited,Textiles
SWARAJENG,Swaraj Engines Limited,Industrial Machinery
SWELECTES,Swelect Energy Systems Limited,Heavy Electrical Equipment
SWSOLAR,Sterling and Wilson Renewable Energy Limited,Construction & Engineering
SYMPHONY,Symphony Limited,Consumer Electronics
SYNGENE,Syngene International Limited,Pharmaceuticals
SYRMA,Syrma SGS Technology Limited,Electronic Technology
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,PLASTIC PRODUCTS
TAJGVK,Taj GVK Hotels & Resorts Limited,Hotels
TAKE,Take Solutions Limited,Pharmaceuticals
TALBROAUTO,Talbros Automotive Components Limited,Auto Parts & Equipment
TANLA,Tanla Platforms Limited,Software Products
TARSONS,Tarsons Products Limited,Healthcare  - Supplies
TASTYBITE,Tasty Bite Eatables Limited,CONSUMER FOOD
TATACHEM,Tata Chemicals Limited,Commodity Chemicals
TATACOMM,Tata Communications Limited,Alternate Carriers
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,Tea & Coffee
TATAELXSI,Tata Elxsi Limited,Software Products
TATAMOTORS,Tata Motors Limited,"Construction, Agricultural & Commercial Vehicles"
TATAPOWER,Tata Power Company Limited,Electric Utilities - GENERATION
TATASTEEL,Tata Steel Limited,STEEL MAJOR
TATVA,Tatva Chintan Pharma Chem Limited,Specialty Chemicals
TBZ,Tribhovandas Bhimji Zaveri Limited,Other Apparels & Accessories
TCI,Transport Corporation of India Limited,Surface Transportation
TCIEXP,TCI Express Limited,LOGISTICS SOLUTION PROVIDER
TCNSBRANDS,TCNS Clothing Co. Limited,Other Apparels & Accessories
TCPLPACK,TCPL Packaging Limited,Containers & Packaging
TCS,Tata Consultancy Services Limited,COMPUTER SOFTWARE MAJOR
TDPOWERSYS,TD Power Systems Limited,Heavy Electrical Equipment
TEAMLEASE,Teamlease Services Limited,Specialized Consumer Services
TECHM,Tech Mahindra Limited,COMPUTER SOFTWARE MAJOR
TECHNOE,Techno Electric & Engineering Company Limited,Construction & Engineering
TEGA,Tega Industries Limited,Industrial Machinery
TEJASNET,Tejas Networks Limited,Other Telecom Services
TEMBO,Tembo Global Industries Limited,IRON & STEEL PRODUCTS
TEXINFRA,Texmaco Infrastructure & Holdings Limited,Realty
TEXMOPIPES,Texmo Pipes and Products Limited,PLASTIC PRODUCTS
TEXRAIL,Texmaco Rail & Engineering Limited,Construction & Engineering
TFCILTD,Tourism Finance Corporation of India Limited,Financial Institutions
TGBHOTELS,TGB Banquets And Hotels Limited,Hotels
THANGAMAYL,Thangamayil Jewellery Limited,Other Apparels & Accessories
THEJO,Thejo Engineering Limited,Distribution Services
THEMISMED,Themis Medicare Limited,Pharmaceuticals
THERMAX,Thermax Limited,Heavy Electrical Equipment
THOMASCOOK,Thomas Cook  (India)  Limited,Travel Support Services
THYROCARE,Thyrocare Technologies Limited,Healthcare  - Services
TI,Tilaknagar Industries Limited,Breweries & Distilleries
TIDEWATER,Tide Water Oil Company (India) Limited,Oil Marketing & Distribution
TIIL,Technocraft Industries (India) Limited,IRON & STEEL PRODUCTS
TIINDIA,Tube Investments of India Limited,Auto Parts & Equipment
TIMETECHNO,Time Technoplast Limited,PLASTIC PRODUCTS
TIMKEN,Timken India Limited,Industrial Machinery
TIPSINDLTD,TIPS Industries Limited,Movies & Entertainment
TIRUMALCHM,Thirumalai Chemicals Limited,Commodity Chemicals
TITAN,Titan Company Limited,Other Apparels & Accessories
TMB,Tamilnad Mercantile Bank Limited,Finance
TNPETRO,Tamilnadu PetroProducts Limited,Commodity Chemicals
TNPL,Tamil Nadu Newsprint & Papers Limited,Paper & Paper Products
TOKYOPLAST,Tokyo Plast International Limited,PLASTIC PRODUCTS
TORNTPHARM,Torrent Pharmaceuticals Limited,Pharmaceuticals
TORNTPOWER,Torrent Power Limited,Electric Utilities - GENERATION
TOTAL,Total Transport Systems Limited,LOGISTICS SOLUTION PROVIDER
TOUCHWOOD,Touchwood Entertainment Limited,MEDIA & ENTERTAINMENT
TPLPLASTEH,TPL Plastech Limited,PLASTIC PRODUCTS
TRACXN,Tracxn Technologies Limited,Technology Services
TRENT,Trent Limited,Specialty Retail
TRIDENT,Trident Limited,Textiles
TRIGYN,Trigyn Technologies Limited,IT Consulting & Application Software
TRITURBINE,Triveni Turbine Limited,Heavy Electrical Equipment
TRIVENI,Triveni Engineering & Industries Limited,Sugar
TRU,TruCap Finance Limited,Finance
TTKHLTCARE,TTK Healthcare Limited,Pharmaceuticals
TTKPRESTIG,TTK Prestige Limited,Houseware
TTL,T T Limited,Textiles
TTML,Tata Teleservices (Maharashtra) Limited,Telecommunication Services
TVSELECT,TVS Electronics Limited,Storage Media & Peripherals
TVSMOTOR,TVS Motor Company Limited,2/3 Wheelers
TVSSRICHAK,TVS Srichakra Limited,Tyres & Rubber Products
TVTODAY,TV Today Network Limited,Broadcasting & Cable TV
UBL,United Breweries Limited,Breweries & Distilleries
UCOBANK,UCO Bank,BANKS - PSU
UFLEX,UFLEX Limited,Containers & Packaging
UFO,UFO Moviez India Limited,Broadcasting & Cable TV
UGARSUGAR,The Ugar Sugar Works Limited,Sugar
UGROCAP,Ugro Capital Limited,Fin COS (including NBFCs)
UJJIVAN,Ujjivan Financial Services Limited,Fin COS (including NBFCs)
UJJIVANSFB,Ujjivan Small Finance Bank Limited,BANKS - PVT
ULTRACEMCO,UltraTech Cement Limited,Cement & Cement Products
UMANGDAIRY,Umang Dairies Limited,DIARY PRODUCTS
UNICHEMLAB,Unichem Laboratories Limited,Pharmaceuticals
UNIDT,United Drilling Tools Limited, Industrial Goods
UNIENTER,Uniphos Enterprises Limited,TRADING - CHEMICALS
UNIONBANK,Union Bank of India,BANKS - PSU
UNIPARTS,Uniparts India Limited,Distribution Services
UNITEDPOLY,United Polyfab Gujarat Limited,Process Industries
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,Tea & Coffee
UNIVASTU,Univastu India Limited,ENGINEERING / DESIGNING /CONSTRUCTION
UNIVCABLES,Universal Cables Limited,Other Electrical Equipment/ Products
UNIVPHOTO,Universus Photo Imagings Limited,Photographic Products
UNOMINDA,UNO Minda Limited,Producer Manufacturing
UPL,UPL Limited,Agrochemicals
URAVI,Uravi T and Wedge Lamps Limited,Producer Manufacturing
USHAMART,Usha Martin Limited,IRON & STEEL PRODUCTS
UTIAMC,UTI Asset Management Company Limited,Asset Management Companies
UTTAMSUGAR,Uttam Sugar Mills Limited,Sugar
V2RETAIL,V2 Retail Limited,Department Stores
VADILALIND,Vadilal Industries Limited,Packaged Foods
VAIBHAVGBL,Vaibhav Global Limited,Other Apparels & Accessories
VAISHALI,Vaishali Pharma Limited,Pharmaceuticals
VAKRANGEE,Vakrangee Limited,Software Products
VALIANTORG,Valiant Organics Limited,Specialty Chemicals
VARDHACRLC,Vardhman Acrylics Limited,MAN MADE  & BLENDED FIBRES
VARROC,Varroc Engineering Limited,Auto Parts & Equipment
VASCONEQ,Vascon Engineers Limited,Realty
VBL,Varun Beverages Limited,Non-alcoholic Beverages
VEDL,Vedanta Limited,ALUMINIUM
VENKEYS,Venky's (India) Limited,CONSUMER FOOD
VENUSPIPES,Venus Pipes & Tubes Limited,Non-Energy Minerals
VENUSREM,Venus Remedies Limited,Pharmaceuticals
VERANDA,Veranda Learning Solutions Limited,Commercial Services
VESUVIUS,Vesuvius India Limited, Industrial Goods
VETO,Veto Switchgears And Cables Limited,Other Electrical Equipment/ Products
VGUARD,V-Guard Industries Limited,Other Electrical Equipment/ Products
VHL,Vardhman Holdings Limited,Fin COS (including NBFCs)
VIDHIING,Vidhi Specialty Food Ingredients Limited,Specialty Chemicals
VIJAYA,Vijaya Diagnostic Centre Limited,Healthcare  - Services
VIKASECO,Vikas EcoTech Limited,Specialty Chemicals
VIMTALABS,Vimta Labs Limited,Healthcare  - Services
